Code,CodeDescription,chap,HistoricalNotes,Notes,active,CodingPrinciples
E2310,Open excision of lesion of pharynx,5.6.0,,,FALSE,
E2320,Open operation(s) on pharyngeal pouch,5.6.0,Description changed from Operation(s) on pharyngeal pouchNarrative change from 'Operation(s) on pharyngeal pouch (exterior approach)' to 'Open operation(s) on pharyngeal pouch' in March 2016,,TRUE,"AA378, E1910, E1911, E1920, E1921, E2100, E2140, E2150, E2300, E2331, E2400, E2480, E2500, E3680"
E2330,Removal of lesion of para-pharyngeal space,5.6.0,Inactivated in June 2013 due to low utilisation. Reinstated in April 2016,,TRUE,E2331
E2331,Robotic assisted removal of lesion of para-pharyngeal space,5.6.0,New code added in April 2024Narrative change from 'Robotic assisted removal of lesion of para-pharyngeal space. ' to 'Robotic assisted removal of lesion of para-pharyngeal space' in June 2024,,TRUE,"AA378, E1910, E1920, E2100, E2140, E2150, E2300, E2320, E2330, E2400, E2480, E2500, E3680"
E2400,Therapeutic endoscopic operation on pharynx,5.6.0,,,TRUE,"AA378, E1910, E1911, E1920, E1921, E2100, E2140, E2150, E2300, E2320, E2331, E2480, E2500, E3010, E3520, E3680, F3400, F3440, F3441, F3442, F3480"
E2480,Endoscopic operation(s) on pharyngeal pouch (e.g. Dohlman’s procedure),5.6.0,Narrative change from 'Pharyngeal pouch - endoscopic procedures' to 'Endoscopic operation(s) on pharyngeal pouch (e.g. Dohlman’s procedure)' in March 2016,,TRUE,"E2320, E2331, E2400, E2500, E3680, E4990"
E2500,"Diagnostic nasolaryngopharyngoscopy +/- biopsy, +/- cautery as sole procedure",5.6.0,"Description changed from Diagnostic endoscopic examination of pharynx/larynx (including biopsy)Narrative change from 'Diagnostic endoscopic examination of pharynx/larynx (including biopsy) (as sole procedure)' to 'Diagnostic endoscopic examination of pharynx/larynx +/- stroboscopy (including biopsy) (as sole procedure)' in June 2016Narrative change from 'Diagnostic endoscopic examination of pharynx/larynx +/- stroboscopy (including biopsy) (as sole procedure)' to 'Diagnostic nasolaryngopharyngoscopy (including biopsy) as sole procedure' in August 2016Narrative change from 'Diagnostic nasolaryngopharyngoscopy (including biopsy) as sole procedure' to 'Diagnostic nasolaryngopharyngoscopy +/- biopsy as sole procedure' in May 2017Narrative change from 'Diagnostic nasolaryngopharyngoscopy +/- biopsy as sole procedure' to 'Diagnostic nasolaryngopharyngoscopy +/- biopsy' in June 2019Narrative change from 'Diagnostic nasolaryngopharyngoscopy +/- biopsy' to 'Diagnostic nasolaryngopharyngoscopy +/- biopsy, +/- cautery' in March 2020Narrative change from 'Diagnostic nasolaryngopharyngoscopy +/- biopsy, +/- cautery' to 'Diagnostic nasolaryngopharyngoscopy +/- biopsy, +/- cautery as sole procedure' in November 2021",,TRUE,"AA378, E0360, E0380, E0412, E1432, E1780, E1910, E1911, E1920, E1921, E2010, E2100, E2140, E2150, E2300, E2320, E2331, E2400, E2480, E2501, E3010, E3520, E3680, E4990, E4991, F3400, F3440, F3441, G1900"
E2501,Fibre optic examination of the pharynx +/- biopsy/removal of foreign body.,5.6.0,New code added in January 2017,,TRUE,"E2500, E3010"
E2810,Peroral endoscopic myotomy (POEM) for achalasia,5.8.0,New code added in June 2017,,TRUE,"G0500, G0920, G0921, G0922, G0980"
E2880,Epley manoeuvre,5.3.0,New code added in October 2015,,TRUE,
E2910,Total laryngectomy,5.7.0,Description changed from Total laryngectomy (including neck dissection),,TRUE,"AA378, E2920, E2930, E2931, E2932, E2940, E2942, E2970, E3010, E3410, E3520, E3810, F4307"
E2920,Horizontal supra-glottic laryngectomy (as sole procedure),5.7.0,Narrative change from 'Horizontal supra-glottic laryngectomy' to 'Horizontal supra-glottic laryngectomy (as sole procedure)' in August 2024,,TRUE,"AA378, E2910, E2930, E2931, E2932, E2940, E2942, E2970, E3010, E3410, E3520, E3810, F4307"
E2930,Vertical hemi-laryngectomy,5.7.0,,,TRUE,"AA378, E2910, E2920, E2931, E2932, E2940, E2942, E2970, E3010, E3410, E3520, E3810, F4307"
E2931,Transoral robotic assisted vertical supra-glottic hemi-laryngectomy (as sole procedure),5.7.0,New code added in April 2024,,TRUE,"AA378, E2910, E2920, E2930, E2940, E2970, E3010, E3410, E3520, E3810"
E2932,Transoral robotic assisted horizontal supra-glottic hemi-laryngectomy (as sole procedure),5.7.0,New code added in April 2024,,TRUE,"AA378, E2910, E2920, E2930, E2940, E2970, E3010, E3410, E3520, E3810"
E2940,Partial laryngectomy,5.7.0,,,TRUE,"AA378, E2910, E2920, E2930, E2931, E2932, E2942, E2970, E3010, E3410, E3520, E3810, F4307"
E2942,Robotic assisted total laryngectomy,5.7.0,New code added in April 2024,,TRUE,"AA378, E2910, E2920, E2930, E2940, E2970, E3010, E3410, E3520, E3810"
E2950,Laryngofissure and cordectomy of vocal cord,5.7.0,,,TRUE,"E2952, E3400"
E2952,Laryngofissure,5.7.0,,,TRUE,E2950
E2960,Laryngectomy (excluding neck dissection),5.7.0,,,FALSE,
E2970,Sub-total laryngectomy,5.7.0,,,TRUE,"AA378, E2910, E2920, E2930, E2931, E2932, E2940, E2942, E3010, E3410, E3520, E3810, F4307"
E3010,Glottoplasty (e.g.vocal pitch change surgery),5.7.0,Narrative change from 'Glottoplasty' to 'Glottoplasty (e.g.vocal pitch change surgery)' in July 2018,,TRUE,"AA378, D1520, E1780, E2140, E2150, E2400, E2500, E2501, E2910, E2920, E2930, E2931, E2932, E2940, E2942, E2970, E3100, E3410, E3450, E3520, E4990, E4991, F4307, G1900"
E3100,Reconstruction of larynx with graft,5.7.0,,,TRUE,"AA378, E2140, E2150, E3010, E3410, E3520, E3810"
E3180,Thyroplasty (Isshiki Type 1),6.9.0,,,TRUE,
E3400,Cordectomy (endoscopic),5.7.0,,,TRUE,"E2950, E3410"
E3410,Laser surgery to vocal cord (including microlaryngoscopy),5.7.0,,,TRUE,"AA378, E2140, E2150, E2910, E2920, E2930, E2931, E2932, E2940, E2942, E2970, E3010, E3100, E3400, E3450, E3450, E3450, E3450, E3520, E3810, F4307"
E3450,"Phonomicrosurgery for vocal cord lesions, nodules, polyps, or cysts",5.7.0,New code added in July 2018,,TRUE,"E3010, E3410, E3410, E3410, E3410, E3520"
E3520,"Microlaryngoscopy/laryngoscopy +/- biopsy, excision of lesion, polyp or cyst",5.7.0,"Description changed from Endoscopic excision of lesion of larynx (including microlaryngoscopy)Narrative change from 'Microlaryngoscopy/laryngoscopy +/- endoscopic excision of lesion of larynx' to 'Microlaryngoscopy/laryngoscopy +/- biopsy, excision of lesion, polyp or cyst' in July 2018",,TRUE,"AA378, B0812, B0830, E2140, E2150, E2400, E2500, E2910, E2920, E2930, E2931, E2932, E2940, E2942, E2970, E3010, E3100, E3410, E3450, E4510, E4990, E4991, F4307"
E3610,Layrngoscopy/endoscopy with or without biopsy,5.7.0,,,FALSE,
E3680,Endoscopic laryngo-pharyngoscopy as sole outpatient procedure +/- stroboscopy,5.6.0,Narrative change from Endoscopic laryngo-pharyngoscopy as sole outpatient procedure to Endoscopic laryngo-pharyngoscopy as sole outpatient procedure +/- stroboscopy in March 2013Code inactivated in June 2016,,FALSE,"AA378, E1910, E1911, E1920, E1921, E2100, E2140, E2150, E2300, E2320, E2331, E2400, E2480, E2500, E3681, E4990"
E3681,Stroboscopy of larynx,5.7.0,,,TRUE,E3680
E3691,Thorascopic oesophageal mobilisation via mediastinum,11.1.0,,,FALSE,
E3691,Thorascopic oesophageal mobilisation via mediastinum,8.1.0,,,FALSE,
E3810,Injection into larynx,5.7.0,,,TRUE,"AA378, E2140, E2150, E2910, E2920, E2930, E2931, E2932, E2940, E2942, E2970, E3100, E3410, F4307"
E3900,Partial excision of trachea with reconstruction,5.7.0,,,TRUE,"E4030, E4032, E4100, E4210, E4230, E4510, E4840"
E3900,Partial excision of trachea with reconstruction,8.3.0,,,TRUE,"E4030, E4032, E4100, E4210, E4230, E4510, E4840"
E4030,Tracheoplasty,5.7.0,,,TRUE,"E3900, E4032, E4100, E4210, E4230, E4510, E4840"
E4030,Tracheoplasty,8.3.0,,,TRUE,"E3900, E4032, E4100, E4210, E4230, E4510, E4840"
E4032,Tracheoplasty for congenital conditions,5.7.0,,,TRUE,"E3900, E4030, E4100, E4210, E4230, E4510, E4840"
E4032,Tracheoplasty for congenital conditions,8.3.0,,,TRUE,"E3900, E4030, E4100, E4210, E4230, E4510, E4840"
E4100,Insertion of voice prosthesis (TOF),5.7.0,Description changed from Open placement of prosthesis in trachea,,TRUE,"E3900, E4030, E4032, E4210, E4230, E4510"
E4100,Insertion of voice prosthesis (TOF),8.3.0,Description changed from Open placement of prosthesis in trachea,,TRUE,"E3900, E4030, E4032, E4210, E4230, E4510"
E4210,Tracheostomy,5.7.0,,,TRUE,"E3900, E4030, E4032, E4100, E4230, E4510"
E4210,Tracheostomy,8.3.0,,,TRUE,"E3900, E4030, E4032, E4100, E4230, E4510"
E4230,Mini-tracheostomy (percutaneous),5.7.0,Description changed from Insertion of mini-tracheostomy,,TRUE,"E3900, E4030, E4032, E4100, E4210, E4510"
E4230,Mini-tracheostomy (percutaneous),8.3.0,Description changed from Insertion of mini-tracheostomy,,TRUE,"E3900, E4030, E4032, E4100, E4210, E4510"
E4400,Carinal resection +/- pneumonectomy,8.5.0,,,TRUE,"E4401, E4600, E5410, E5411, E5430, E5431, E5434, E5480, E5520, E5521"
E4401,Robotic assisted carinal resection +/- pneumonectomy,8.5.0,New code added in April 2024,,TRUE,"E4400, E4600, E5410, E5430, E5431, E5480, E5520"
E4510,Fibreoptic examination of trachea +/- biopsy/removal of foreign body,5.8.0,Narrative change from 'Fibreoptic examination of trachea (including biopsy/removal of foreign body)' to 'Fibreoptic examination of trachea +/- biopsy/removal of foreign body' in February 2024,,TRUE,"E3520, E3900, E4030, E4032, E4100, E4210, E4230, E4800, E4840, E4850, E4990, E4991, E5180, XR940"
E4510,Fibreoptic examination of trachea +/- biopsy/removal of foreign body,8.4.0,Narrative change from 'Fibreoptic examination of trachea (including biopsy/removal of foreign body)' to 'Fibreoptic examination of trachea +/- biopsy/removal of foreign body' in February 2024,,TRUE,"E3520, E3900, E4030, E4032, E4100, E4210, E4230, E4800, E4840, E4850, E4990, E4991, E5180, XR940"
E4600,Sleeve resection of bronchus or pulmonary artery with pulmonary resection,8.5.0,,,TRUE,"E4400, E4401, E5410, E5411, E5430, E5431, E5432, E5434, E5442, E5480, E5520, E5521, T0320"
E4722,Thoracotomy and closure of bronchopleural fistula,8.2.0,,,TRUE,"T0320, T0810, T1100"
E4800,"Therapeutic bronchoscopy (including laser, cryotherapy, lavage, snare, dilatation of stricture, insertion of stent)",5.8.0,,,TRUE,"E4510, E4850, E5180, XR450, XR595"
E4800,"Therapeutic bronchoscopy (including laser, cryotherapy, lavage, snare, dilatation of stricture, insertion of stent)",8.4.0,,,TRUE,"E4510, E4850, E5180, XR450, XR595"
E4840,Dilatation of tracheal stricture (including insertion of stent),5.8.0,,,TRUE,"E3900, E4030, E4032, E4510, XR450, XR595"
E4840,Dilatation of tracheal stricture (including insertion of stent),8.4.0,,,TRUE,"E3900, E4030, E4032, E4510, XR450, XR595"
E4850,Therapeutic bronchoscopy for removal of foreign body,5.8.0,,,TRUE,"E4510, E4800, E5180, XR940"
E4850,Therapeutic bronchoscopy for removal of foreign body,8.4.0,,,TRUE,"E4510, E4800, E5180, XR940"
E4860,Bronchial lavage (diagnostic or therapeutic),5.8.0,,,FALSE,
E4860,Bronchial lavage (diagnostic or therapeutic),8.4.0,,,FALSE,
E4880,Dilatation of bronchial stricture by fibreoptic bronchoscope,5.8.0,,,FALSE,
E4880,Dilatation of bronchial stricture by fibreoptic bronchoscope,8.4.0,,,FALSE,
E4910,Fibreoptic examination of trachea and bronchus including biopsy/removal of foreign body,5.8.0,,,FALSE,
E4910,Fibreoptic examination of trachea and bronchus including biopsy/removal of foreign body,8.4.0,,,FALSE,
E4980,Transbronchial biopsy,5.8.0,,,FALSE,
E4980,Transbronchial biopsy,8.4.0,,,FALSE,
E4990,Panendoscopy +/- incisional biopsy,5.8.0,Description changed from Panendoscopy,"A panendoscopy is an endoscopic examination of the oral cavity, oropharynx, larynx, oesophagus and trachea, also referred to as the upper aero-digestive tract. It includes the use of flexible and rigid scopes as well as any or all of the following procedures: laryngoscopy (+/-microlaryngoscopy), bronchoscopy, nasal endoscopy, pharyngoscopy and oesophagoscopy, as well as any biopsies required.",TRUE,"BT260, BT270, E1780, E2480, E2500, E3010, E3520, E3680, E4510, E4991"
E4991,"Therapeutic Panendoscopy +/- excision biopsy, excision or destruction of lesions",5.8.0,,"A panendoscopy is an endoscopic examination of the oral cavity, oropharynx, larynx, oesophagus and trachea, also referred to as the upper aero-digestive tract. It includes the use of flexible and rigid scopes as well as any or all of the following procedures: laryngoscopy (+/-microlaryngoscopy), bronchoscopy, nasal endoscopy, pharyngoscopy and oesophagoscopy, as well as any biopsies required.",TRUE,"BT260, BT270, E1780, E2500, E3010, E3520, E4510, E4990"
E5100,Endobronchial ultrasound (as sole procedure),8.5.0,,,TRUE,"E5180, E6300, E6310"
E5110,Diagnostic examination of bronchus using rigid bronchoscope including biopsy/removal of foreign body/dilatation of stricture),8.5.0,see section 8.4 for replacements,,FALSE,
E5180,Diagnostic bronchoscopy +/- biopsy,5.8.0,,,TRUE,"E4510, E4800, E4850, E5100"
E5180,Diagnostic bronchoscopy +/- biopsy,8.4.0,,,TRUE,"E4510, E4800, E4850, E5100"
E5410,Pneumonectomy,8.5.0,Description changed from Total pneumonectomy,,TRUE,"E4400, E4401, E4600, E5411, E5430, E5431, E5434, E5480, E5520, E5521, T1240"
E5411,Robotic assisted pneumonectomy,8.5.0,New code added in April 2024,,TRUE,"E4400, E4600, E5410, E5430, E5431, E5480, E5520, T1240"
E5430,Pulmonary lobectomy (including segmental resection),8.5.0,Description changed from Lobectomy/segmental resection,,TRUE,"A5220, E4400, E4401, E4600, E5410, E5411, E5431, E5432, E5434, E5442, E5480, E5520, E5521, T0320, T1240"
E5431,Robotic assisted pulmonary lobectomy (including segmental resection),8.5.0,New code added in September 2021Code inactivated in June 2023,,FALSE,"A5220, E4400, E4401, E4600, E5410, E5411, E5430, E5432, E5434, E5442, E5480, E5520, E5521, T0320, T1240"
E5432,VATS lobectomy,8.7.0,"Code split, previously: E5490 Thorascopic lung resection (including video assisted)",,TRUE,"E4600, E5430, E5431, E5434, E5442, E5480, E5520, E5521, E5590, E5591, E5592, E5593, E5932, T1240"
E5433,Robotic assisted pulmonary lobectomy (without segmental resection),8.5.0,New code added in June 2023Narrative change from 'Robotic assisted pulmonary lobectomy' to 'Robotic assisted pulmonary lobectomy (without segmental resection)' in April 2024,,TRUE,
E5434,Robotic assisted pulmonary segmental resection,8.5.0,New code added in June 2023,,TRUE,"A5220, E4400, E4600, E5410, E5430, E5431, E5432, E5480, E5520, T0320, T1100, T1240"
E5435,Robotic assisted navigation bronchoscopy +/- biopsy,8.4.0,New code added in February 2024,,TRUE,
E5442,Video-assisted thoracoscopic surgery (VATS) assisted wedge resection of lung,8.7.0,"Code split, previously: E5490 Thorascopic lung resection (including video assisted)Narrative change from 'VATS wedge resection of lung' to 'Video-assisted thoracoscopic surgery (VATS) assisted wedge resection of lung
' in August 2024",,TRUE,"E4600, E5430, E5431, E5432, E5480, E5520, E5521, E5590, E5591, E5592, E5593, E5932, T1240"
E5452,Robotic assisted wedge resection of lung,8.5.0,New code added in February 2023Narrative change from 'Robot assisted wedge resection of lung' to 'Robotic assisted wedge resection of lung' in February 2024,,TRUE,
E5480,Lung resection with resection of chest wall,8.5.0,,,TRUE,"E4400, E4401, E4600, E5410, E5411, E5430, E5431, E5432, E5434, E5442, E5520, E5521, T0110, T0132, T0320, T1240"
E5490,Thorascopic lung resection (including video assisted),8.5.0,New version of E5490 in VATS,,FALSE,
E5520,Open excision of lesion of lung,8.5.0,,,TRUE,"E4400, E4401, E4600, E5410, E5411, E5430, E5431, E5432, E5434, E5442, E5480, E5521, E5910, T0910, T1240, T1410"
E5521,Robotic assisted excision of lesion of lung,8.5.0,New code added in April 2024,,TRUE,"E4400, E4600, E5410, E5430, E5431, E5432, E5442, E5480, E5520, E5910, T0910, T1240, T1410"
E5532,Thoracotomy and lung biopsy (as sole procedure),8.5.0,,,TRUE,"E5910, T0320, T1100, T1240, T1410"
E5533,Percutaneous radiofrequency ablation of malignant neoplasm of lung,8.5.0,,,TRUE,"E5910, T1240, T1410"
E5540,Laser resection of lung metastases,8.5.0,New code added in August 2016,,TRUE,
E5590,Video-assisted thoracoscopic surgery (VATS) assisted bullectomy - unilateral +/- pleurodesis,8.7.0,Narrative change from 'VATS bullectomy - unilateral' to 'Video-assisted thoracoscopic surgery (VATS) assisted bullectomy - unilateral +/- pleurodesis' in October 2024Narrative change from 'VATS bullectomy - unilateral' to 'Video-assisted thoracoscopic surgery (VATS) assisted bullectomy - unilateral +/- pleurodesis' in October 2024,,TRUE,"E5432, E5442, E5591, E5592, E5593, E5704, E5708, E5932, T1240"
E5591,Video-assisted thoracoscopic surgery (VATS) assisted bullectomy - bilateral +/- pleurodesis,8.7.0,"Narrative change from 'VATS bullectomy - bilateral' to 'Video-assisted thoracoscopic surgery (VATS) assisted bullectomy - bilateral +/- pleurodesis
' in August 2024",,TRUE,"E5432, E5442, E5590, E5592, E5593, E5703, E5707, E5932, T1240"
E5592,Video-assisted thoracoscopic surgery (VATS) assisted lung volume reduction - unilateral,8.7.0,"Narrative change from 'VATS lung volume reduction - unilateral' to 'Video-assisted thoracoscopic surgery (VATS) assisted lung volume reduction - unilateral
' in August 2024",,TRUE,"E5432, E5442, E5590, E5591, E5593, E5702, E5932, T1240"
E5593,Video-assisted thoracoscopic surgery (VATS) assisted lung volume reduction - bilateral,8.7.0,"Narrative change from 'VATS lung volume reduction - bilateral' to 'Video-assisted thoracoscopic surgery (VATS) assisted lung volume reduction - bilateral
' in August 2024",,TRUE,"E5432, E5442, E5590, E5591, E5592, E5700, E5932, T1240"
E5594,VATS debridement of empyema,8.7.0,,,TRUE,T1240
E5692,Robotic assisted lung volume reduction – unilateral,8.5.0,New code added in February 2023Narrative change from 'Robot assisted lung volume reduction – unilateral' to 'Robotic assisted lung volume reduction – unilateral' in February 2024,,TRUE,
E5693,Robotic assisted lung volume reduction – bilateral,8.5.0,New code added in February 2023Narrative change from 'Robot assisted lung volume reduction – bilateral' to 'Robotic assisted lung volume reduction – bilateral' in February 2024,,TRUE,
E5700,Thoracotomy lung volume reduction - bilateral,8.5.0,,,TRUE,"E5593, E5702, E5910, T0320, T1240, T1410"
E5702,Thoracotomy lung volume reduction - unilateral,8.5.0,,,TRUE,"E5592, E5700, E5910, T0320, T1240, T1410"
E5703,Thoracotomy bullectomy - bilateral +/- pleurodesis,8.5.0,Narrative change from 'Thoracotomy bullectomy - bilateral' to 'Thoracotomy bullectomy - bilateral +/- pleurodesis' in August 2024,,TRUE,"E5591, E5704, E5705, E5707, E5708, E5910, T0320, T1240, T1410"
E5704,Thoracotomy bullectomy - unilateral +/- pleurodesis,8.5.0,Narrative change from 'Thoracotomy bullectomy - unilateral +/- pleurodesis in presence of emphysema' to 'Thoracotomy bullectomy - unilateral +/- pleurodesis' in August 2024,,TRUE,"E5590, E5703, E5705, E5707, E5708, E5910, T0320, T1030, T1031, T1240, T1410"
E5705,Thoracotomy pleurectomy/pleurodesis +/- ligation of bullae for pneumothorax,8.5.0,,,TRUE,"E5703, E5704, E5707, E5708, E5910, T0320, T1030, T1031, T1032, T1240, T1410"
E5707,Robotic assisted thoracotomy bullectomy - bilateral +/- pleurodesis,8.5.0,New code added in April 2024,,TRUE,"E5591, E5703, E5704, E5705, E5708, E5910, T0320, T1240, T1410"
E5708,Robotic assisted thoracotomy bullectomy - unilateral +/- pleurodesis,8.5.0,New code added in April 2024,,TRUE,"E5590, E5703, E5704, E5705, E5707, E5910, T0320, T1030, T1240, T1410"
E5910,Needle biopsy of lung,8.5.0,,,TRUE,"E5520, E5521, E5532, E5533, E5700, E5702, E5703, E5704, E5705, E5707, E5708, E5932, T0320, T1100, T1410"
E5932,VATS lung biopsy,8.7.0,,,TRUE,"E5432, E5442, E5590, E5591, E5592, E5593, E5910"
E6100,Open resection of invasive mediastinal tumour,8.6.0,,,TRUE,"E6110, E6300"
E6110,Open excision of mediastinal tumour (including congenital cysts/posterior chest wall lesions),8.6.0,,,TRUE,"E6100, E6300, XR920"
E6111,"Robotic assisted excision of mediastinal lesion (includes tumour, congential cysts and posterior chest wall lesions)",8.6.0,"New code added in June 2023Narrative change from 'Robotic assisted excision of mediastinal tumour including congenital cysts/posterior chest wall lesions' to 'Robotic assisted excision of mediastinal lesion (includes tumour, congential cysts and posterior chest wall lesions)' in April 2024",,TRUE,
E6150,Exploration of mediastinum,8.6.0,,,FALSE,
E6200,VATS excision lesion of mediastinum (including thymectomy),8.7.0,,,TRUE,"B1800, B1801, B1802, B1803, E6300, T1100"
E6210,Endoscopic excision of lesion of mediastinum,8.6.0,,,FALSE,
E6300,Diagnostic mediastinoscopy,8.6.0,Description changed from Diagnostic endoscopic examination of mediastinum,,TRUE,"B1690, B1800, B1801, B1802, B1803, E5100, E6100, E6110, E6200, E6310"
E6310,Endobronchial ultrasound-guided transbronchial needle aspiration (EBUS-TBNA) for mediastinal masses,8.6.0,,,TRUE,"E5100, E6300"
E6710,Bronchial thermoplasty (including bronchoscopy) for severe asthma,8.5.0,New code added in April 2019,,TRUE,
F0110,Excision of vermilion border of lip and advance of mucosa of lip,6.2.0,,,TRUE,"F0200, F0420, F0530, F4210"
F0200,Excision of lesion of lip,6.2.0,,,TRUE,"A7350, F0110, F0530, F4210, S0632"
F0310,Primary closure of cleft lip (and bilateral),6.2.0,,,FALSE,
F0312,Primary closure of cleft lip - unilateral,6.2.0,"Code has been split up, previously: F0310 Primary closure of cleft lip (and bilateral)",,TRUE,"F0313, F0314, F0315, F0320, F0420, F0530, F4210"
F0313,Primary closure of cleft lip - bilateral,6.2.0,"Code has been split up, previously: F0310 Primary closure of cleft lip (and bilateral)",,TRUE,"F0312, F0314, F0315, F0320, F0420, F0530, F4210"
F0314,Primary closure of cleft lip - unilateral (including anterior palate),6.2.0,"Code has been split up, previously: F0310 Primary closure of cleft lip (and bilateral)",,TRUE,"F0312, F0313, F0315, F0320, F0420, F0530, F4210"
F0315,Primary closure of cleft lip - bilateral (including anterior palate),6.2.0,"Code has been split up, previously: F0310 Primary closure of cleft lip (and bilateral)",,TRUE,"F0312, F0313, F0314, F0320, F0420, F0530, F4210"
F0320,Revision of primary closure of cleft lip,6.2.0,,,TRUE,"F0312, F0313, F0314, F0315, F0420, F0530, F4210"
F0410,Reconstruction of lip using tongue flap,6.2.0,,,FALSE,
F0420,Reconstruction of lip using skin flap,6.2.0,,,TRUE,"F0110, F0312, F0313, F0314, F0315, F0320, F0530, F4210"
F0530,Suture of lip (as sole procedure),6.2.0,Narrative change from 'Suture of lip' to 'Suture of lip (as sole procedure)' in October 2022,,TRUE,"F0110, F0200, F0312, F0313, F0314, F0315, F0320, F0420"
F0620,Biopsy of lesion of lip,6.2.0,now covered by: F4210 Biopsy of lesion of mouth,,FALSE,
F0810,Transplantation of tooth,6.7.0,,,TRUE,"F0830, F1210, F4040"
F0830,Replantation of natural tooth / teeth following trauma,6.7.0,Description changed from Replantation of tooth/teeth following trauma,,TRUE,"F0810, F4040"
F0910,Surgical removal of impacted/buried tooth/teeth,6.7.0,,,TRUE,
F0911,Coronectomy,6.7.0,New code added in April 2016,,TRUE,
F0950,Surgical removal of complicated buried roots,6.7.0,,,TRUE,"A7350, F1210, F1450, F1810, F4040, S5210, V1440"
F1090,Extraction of a tooth under general anasthetic,6.7.0,New code added in February 2017,,TRUE,
F1140,Vestibuloplasty,6.5.0,Description changed from Vestibuloplasty following trauma,,TRUE,"F3810, F4040, F4050, F4210, F4230"
F1151,Dental implant stage I - surgical placement of implants,6.1.0,New code added in February 2017,,TRUE,
F1152,Dental implant stage II – surgical exposure of buried implants,6.1.0,New code added in February 2017,,TRUE,
F1153,Dental implant stage III - placing of the prosthesis,6.1.0,New code added in February 2017,,TRUE,
F1210,Apicectomy,6.7.0,,,TRUE,"F0810, F0950, F1450, F1810, F4040"
F1450,Exposure of buried tooth,6.7.0,,,TRUE,"F0950, F1210, F1810, F4040"
F1810,Enucleation of cyst of jaw,6.7.0,,,TRUE,"A7350, F0950, F1210, F1450, F4040, S5210, V0820, V0830, V1440, V1910, V1930, XR920"
F2210,Total glossectomy,6.3.0,Description changed from Total glossectomy (including block dissection),,TRUE,"F2220, F2222, F2310, F2621, F2621, F2621, F2640, F2650, F2660"
F2220,Partial glossectomy for malignancy,6.3.0,Description changed from Partial glossectomy for malignancy (including block dissection),,TRUE,"F2210, F2222, F2310, F2621, F2640, F2650, F2660"
F2222,Robotic assisted total glossectomy,6.3.0,New code added in April 2024,,TRUE,"F2210, F2220, F2310, F2621, F2640, F2650, F2660"
F2310,Excision/destruction of lesion of tongue,6.3.0,,,TRUE,"A7350, F2210, F2220, F2222, F2650, F3810, F4210"
F2410,Biopsy of lesion of tongue,6.3.0,now covered by: F4210 Biopsy of lesion of mouth,,FALSE,
F2620,Frenotomy/frenectomy of tongue under general anaesthetic (as sole procedure),6.3.0,Narrative change from 'Frenotomy /frenectomy of tongue' to 'Frenotomy /frenectomy of tongue under general anaesthetic' in June 2016Narrative change from 'Frenotomy /frenectomy of tongue under general anaesthetic' to 'Frenotomy /frenectomy of tongue under general anaesthetic (as sole procedure)' in April 2022,,TRUE,
F2621,Frenotomy/frenectomy of tongue +/- local or topical anaesthetic (as sole procedure),6.3.0,New code added in June 2016Narrative change from 'Frenotomy /frenectomy of tongue under local anaesthetic' to 'Frenotomy /frenectomy of tongue under local anaesthetic (as sole procedure)' in February 2022. Narrative change from 'Frenotomy /frenectomy of tongue under local anaesthetic' to 'Frenotomy /frenectomy of tongue +/- local or topical anaesthetic (as sole procedure)' in October 2022,,TRUE,"F2210, F2210, F2210, F2220, F2222, F2640, F2650"
F2640,Freeing of adhesions of tongue,6.3.0,,,TRUE,"F2210, F2220, F2222, F2621, F2650"
F2650,Suture of tongue (as sole procedure),6.3.0,Narrative change from 'Suture of tongue' to 'Suture of tongue (as sole procedure)' in October 2022,,TRUE,"F2210, F2220, F2222, F2310, F2621, F2640, F2660"
F2660,Tongue flap - first stage and second stage,6.3.0,The following two codes have been merged: S2810 Tongue flap - first stage / S2880 Tongue flap - second stage,,TRUE,"F2210, F2220, F2222, F2650"
F2690,Trans-oral robotic assisted surgery,6.3.0,New code added in October 2017Code inactivated in October 2018,,FALSE,
F2810,Excision/destruction of lesion of palate,6.4.0,,,TRUE,"A7350, E2010, F2910, F2920, F3070, F3240, F3400, F3440, F3441, F3442, F3480, F3810, F4210"
F2910,Primary repair of cleft palate,6.4.0,,,TRUE,"F2810, F2920, F3070, F3240"
F2920,Revision of repair of cleft palate,6.4.0,,,TRUE,"F2810, F2910, F3070, F3240"
F2930,Pillar procedure for prevention of snoring,6.4.0,,,TRUE,F3070
F3010,Plastic repair of palate using flap of palate,6.4.0,,,FALSE,
F3020,Plastic repair of palate using flap of skin,6.4.0,,,FALSE,
F3070,Suture of palate,6.4.0,,,TRUE,"E2010, F2810, F2910, F2920, F2930, F3400, F3440, F3441, F3442, F3480"
F3210,Biopsy of lesion of palate,6.4.0,now covered by: F4210 Biopsy of lesion of mouth,,FALSE,
F3230,Incision of palate,6.4.0,,,FALSE,
F3240,Operations on uvula,6.4.0,,,TRUE,"E2010, F2810, F2910, F2920, F3440, F3441, F3442, F3480"
F3400,Tonsillectomy - child (and bilateral),5.6.0,,,TRUE,"E2010, E2400, E2500, F2810, F3070, F3400, F3430, F3431, F3440, F3441, F3442, F3480, F3490"
